Case;event;time;case Spend area text
186;17;13.03.2018-11:21:00;6
186;1;13.03.2018-13:19:00;6
186;2;16.03.2018-13:59:00;6
186;3;05.06.2018-15:00:00;6
187;0;16.07.2018-14:10:00;10
187;1;27.07.2018-17:28:00;10
187;2;17.08.2018-16:26:00;10
187;3;26.10.2018-11:03:00;10
188;0;29.05.2018-11:50:00;10
188;1;05.06.2018-18:16:00;10
188;2;14.06.2018-05:28:00;10
188;3;26.07.2018-18:07:00;10
189;0;08.08.2018-15:09:00;7
189;1;14.08.2018-14:45:00;7
189;2;15.08.2018-11:02:00;7
189;3;06.09.2018-14:07:00;7
190;0;17.04.2018-15:02:00;10
190;1;25.04.2018-15:18:00;10
190;2;02.05.2018-11:31:00;10
190;3;26.07.2018-18:08:00;10
191;0;28.05.2018-08:14:00;7
191;2;29.05.2018-13:35:00;7
191;1;29.05.2018-18:58:00;7
191;3;26.07.2018-18:06:00;7
192;0;15.08.2018-08:37:00;7
192;1;20.08.2018-17:44:00;7
193;0;05.07.2018-11:45:00;10
193;21;05.07.2018-12:33:00;10
193;1;12.07.2018-17:19:00;10
193;1;13.07.2018-13:55:00;10
193;2;21.07.2018-08:23:00;10
193;2;23.07.2018-07:56:00;10
193;3;04.10.2018-16:49:00;10
194;0;07.05.2018-08:38:00;7
194;1;11.05.2018-07:25:00;7
194;2;17.07.2018-11:40:00;7
194;3;19.07.2018-13:17:00;7
195;0;23.05.2018-14:59:00;10
195;2;01.08.2018-06:40:00;10
195;3;30.08.2018-15:39:00;10
196;0;02.01.2018-07:48:00;7
196;1;05.01.2018-11:08:00;7
196;2;09.01.2018-16:18:00;7
196;3;25.01.2018-16:54:00;7
197;0;27.06.2018-11:49:00;2
197;1;02.07.2018-11:06:00;2
197;2;19.07.2018-14:07:00;2
197;3;09.08.2018-14:28:00;2
198;0;06.03.2018-08:28:00;7
198;17;06.03.2018-08:42:00;7
198;1;09.03.2018-17:35:00;7
198;2;12.03.2018-13:24:00;7
198;3;29.03.2018-15:10:00;7
199;0;06.04.2018-10:00:00;10
199;1;12.04.2018-13:25:00;10
199;2;19.04.2018-12:51:00;10
199;3;26.07.2018-18:08:00;10
200;0;03.12.2018-14:47:00;10
200;2;28.12.2018-08:40:00;10
201;0;18.12.2018-11:56:00;9
201;1;27.12.2018-09:16:00;9
201;2;08.01.2019-08:40:00;9
202;0;14.12.2018-14:08:00;10
203;0;02.07.2018-07:30:00;7
203;1;14.08.2018-17:44:00;7
203;17;15.08.2018-16:31:00;7
203;14;15.08.2018-16:31:00;7
203;1;17.08.2018-17:30:00;7
203;1;17.08.2018-17:33:00;7
203;2;28.09.2018-10:27:00;7
203;3;04.10.2018-16:50:00;7
203;2;08.10.2018-11:30:00;7
203;2;08.10.2018-12:00:00;7
203;3;11.10.2018-13:47:00;7
203;9;23.10.2018-18:07:00;7
203;3;26.10.2018-11:03:00;7
204;0;02.05.2018-10:24:00;9
204;17;11.06.2018-15:03:00;9
204;1;15.06.2018-17:40:00;9
204;2;23.06.2018-12:54:00;9
204;3;30.08.2018-15:38:00;9
205;0;26.01.2018-09:24:00;7
205;2;27.06.2018-14:07:00;7
205;3;30.08.2018-15:39:00;7
206;0;12.07.2018-10:03:00;11
206;17;23.08.2018-11:49:00;11
206;1;28.08.2018-10:42:00;11
206;6;31.08.2018-15:53:00;11
206;17;31.08.2018-16:45:00;11
206;8;31.08.2018-17:52:00;11
206;2;27.11.2018-17:46:00;11
206;7;29.11.2018-13:49:00;11
206;3;07.12.2018-09:06:00;11
206;3;07.12.2018-09:06:00;11
207;0;19.03.2018-08:30:00;7
207;1;20.03.2018-17:43:00;7
207;2;20.04.2018-13:21:00;7
207;3;09.05.2018-14:09:00;7
208;0;27.02.2018-12:54:00;10
208;1;14.03.2018-17:07:00;10
208;2;22.03.2018-10:15:00;10
208;9;05.06.2018-13:09:00;10
208;3;07.06.2018-13:10:00;10
209;0;03.05.2018-10:55:00;14
209;2;05.07.2018-15:04:00;14
209;9;11.07.2018-14:17:00;14
209;3;26.07.2018-18:09:00;14
210;0;25.06.2018-22:15:00;10
210;2;30.08.2018-10:29:00;10
210;3;28.09.2018-10:28:00;10
211;0;29.06.2018-08:49:00;7
211;1;04.07.2018-09:40:00;7
211;2;26.07.2018-11:47:00;7
211;9;31.07.2018-14:48:00;7
211;3;30.08.2018-15:38:00;7
212;0;09.08.2018-09:57:00;7
212;2;14.09.2018-08:20:00;7
212;3;28.09.2018-10:28:00;7
213;28;31.10.2018-00:00:00;7
213;0;31.10.2018-07:41:00;7
213;1;02.11.2018-07:28:00;7
213;2;12.11.2018-12:41:00;7
213;3;22.11.2018-14:53:00;7
214;0;23.01.2018-11:20:00;10
214;1;01.02.2018-09:55:00;10
214;3;26.04.2018-11:13:00;10
215;0;16.11.2018-10:11:00;10
215;21;16.11.2018-10:35:00;10
215;1;27.11.2018-17:43:00;10
215;2;11.12.2018-09:50:00;10
215;9;03.01.2019-11:24:00;10
216;0;26.04.2018-08:17:00;7
216;2;02.05.2018-17:52:00;7
216;1;03.05.2018-07:36:00;7
216;3;24.05.2018-13:32:00;7
217;0;09.04.2018-13:17:00;9
217;2;06.08.2018-15:39:00;9
217;3;30.08.2018-15:38:00;9
218;0;24.05.2018-16:38:00;10
218;2;10.09.2018-17:11:00;10
218;3;11.09.2018-13:01:00;10
219;0;11.01.2018-11:51:00;10
219;1;24.01.2018-14:46:00;10
219;9;21.03.2018-06:26:00;10
219;3;05.04.2018-15:48:00;10
220;0;01.05.2018-07:33:00;9
220;1;07.05.2018-07:28:00;9
220;2;29.06.2018-09:08:00;9
220;3;05.07.2018-14:11:00;9
221;0;20.06.2018-11:02:00;10
221;21;20.06.2018-11:30:00;10
221;1;16.07.2018-11:41:00;10
221;2;17.07.2018-10:18:00;10
221;9;27.09.2018-10:37:00;10
221;3;28.09.2018-10:27:00;10
222;28;16.10.2018-00:00:00;14
222;0;17.10.2018-09:33:00;14
222;21;17.10.2018-10:08:00;14
222;17;17.10.2018-12:24:00;14
222;17;08.11.2018-09:26:00;14
222;1;21.11.2018-16:47:00;14
222;2;22.11.2018-09:53:00;14
223;0;26.10.2018-10:07:00;10
223;21;26.10.2018-11:50:00;10
223;1;02.11.2018-11:38:00;10
223;2;08.11.2018-14:18:00;10
223;9;03.01.2019-11:24:00;10
224;28;03.12.2018-00:00:00;9
224;0;03.12.2018-10:50:00;9
224;2;05.12.2018-16:53:00;9
224;1;06.12.2018-08:20:00;9
224;9;06.12.2018-12:37:00;9
224;3;13.12.2018-14:23:00;9
225;0;01.03.2018-11:26:00;7
225;2;18.05.2018-12:46:00;7
225;3;24.05.2018-13:36:00;7
226;0;26.01.2018-08:59:00;11
226;1;31.01.2018-13:11:00;11
227;0;20.08.2018-11:39:00;10
227;1;05.09.2018-12:00:00;10
227;2;21.09.2018-15:49:00;10
227;3;08.11.2018-16:43:00;10
228;0;22.10.2018-10:13:00;10
228;1;22.11.2018-10:52:00;10
228;2;30.11.2018-13:48:00;10
229;28;23.11.2018-00:00:00;0
229;0;23.11.2018-07:39:00;0
229;1;26.11.2018-17:56:00;0
229;2;28.11.2018-09:09:00;0
229;3;07.12.2018-09:04:00;0
230;0;09.04.2018-09:34:00;7
230;2;17.05.2018-11:28:00;7
230;3;24.05.2018-13:36:00;7
231;28;07.10.2018-00:00:00;11
231;0;08.10.2018-14:01:00;11
231;1;22.10.2018-13:44:00;11
231;2;01.11.2018-13:56:00;11
232;0;14.02.2018-21:05:00;10
232;2;26.03.2018-16:21:00;10
232;3;24.05.2018-13:36:00;10
233;28;05.10.2018-00:00:00;7
233;0;05.10.2018-09:02:00;7
233;1;09.10.2018-12:24:00;7
233;2;23.11.2018-15:59:00;7
234;0;18.12.2018-11:56:00;9
234;1;27.12.2018-09:16:00;9
234;2;08.01.2019-08:40:00;9
235;0;12.01.2018-13:27:00;11
235;2;24.01.2018-12:46:00;11
235;1;25.01.2018-10:21:00;11
235;3;29.03.2018-15:10:00;11
235;7;05.11.2018-12:35:00;11
235;2;05.11.2018-12:38:00;11
235;3;05.11.2018-12:39:00;11
236;28;22.11.2018-00:00:00;7
236;0;22.11.2018-13:11:00;7
236;1;30.11.2018-10:59:00;7
236;2;04.01.2019-17:15:00;7
237;0;20.08.2018-10:46:00;7
237;1;24.08.2018-12:37:00;7
237;2;05.09.2018-11:42:00;7
237;27;03.12.2018-12:35:00;7
237;3;10.12.2018-18:00:00;7
238;28;18.10.2018-00:00:00;7
238;0;18.10.2018-07:24:00;7
238;1;23.10.2018-08:40:00;7
238;2;23.10.2018-09:55:00;7
238;3;29.11.2018-16:15:00;7
239;28;05.11.2018-00:00:00;15
239;0;09.11.2018-11:13:00;15
239;1;06.12.2018-21:55:00;15
240;0;18.06.2018-14:12:00;10
240;1;26.06.2018-11:31:00;10
240;2;23.08.2018-09:43:00;10
240;3;04.10.2018-16:48:00;10
241;0;16.02.2018-08:53:00;9
241;2;12.03.2018-14:52:00;9
241;3;29.03.2018-15:09:00;9
242;0;27.11.2018-09:09:00;10
242;1;03.12.2018-19:40:00;10
242;2;05.12.2018-14:56:00;10
243;0;09.05.2018-08:14:00;7
243;1;16.05.2018-18:15:00;7
243;2;24.05.2018-17:19:00;7
243;3;05.07.2018-14:12:00;7
244;28;05.09.2018-00:00:00;10
244;0;05.09.2018-13:51:00;10
244;2;10.10.2018-16:14:00;10
244;3;29.11.2018-16:16:00;10
245;28;14.10.2018-00:00:00;7
245;0;15.10.2018-07:59:00;7
245;1;17.10.2018-17:39:00;7
245;2;18.10.2018-12:24:00;7
245;3;29.11.2018-16:15:00;7
246;28;19.09.2018-00:00:00;10
246;0;19.09.2018-09:57:00;10
246;1;01.10.2018-13:15:00;10
246;2;04.10.2018-16:55:00;10
246;9;01.11.2018-17:14:00;10
246;3;07.12.2018-09:06:00;10
247;0;14.06.2018-09:39:00;9
247;2;07.09.2018-16:28:00;9
247;3;04.10.2018-16:49:00;9
248;0;14.09.2018-08:10:00;9
248;17;14.09.2018-16:32:00;9
248;17;18.10.2018-14:51:00;9
248;17;18.10.2018-15:30:00;9
248;17;20.11.2018-12:50:00;9
248;2;20.11.2018-14:19:00;9
248;2;21.11.2018-10:10:00;9
249;28;07.09.2018-00:00:00;11
249;0;07.09.2018-11:49:00;11
249;21;07.09.2018-14:32:00;11
249;1;18.09.2018-07:43:00;11
249;2;11.10.2018-12:03:00;11
249;3;29.11.2018-16:15:00;11
250;0;29.11.2018-09:29:00;11
250;1;07.01.2019-16:41:00;11
250;2;11.01.2019-14:33:00;11
251;28;16.11.2018-00:00:00;10
251;0;16.11.2018-15:45:00;10
251;14;23.11.2018-16:15:00;10
251;1;14.12.2018-12:44:00;10
251;2;08.01.2019-14:23:00;10
252;0;28.06.2018-11:07:00;7
252;2;21.08.2018-13:57:00;7
252;3;28.09.2018-10:29:00;7
253;0;13.09.2018-13:39:00;10
253;1;01.10.2018-10:24:00;10
253;2;05.10.2018-12:25:00;10
253;3;08.11.2018-16:45:00;10
254;0;28.11.2018-16:26:00;6
254;15;11.12.2018-17:07:00;6
255;0;06.03.2018-08:28:00;7
255;17;06.03.2018-08:42:00;7
255;1;09.03.2018-17:35:00;7
255;2;12.03.2018-13:24:00;7
255;3;29.03.2018-15:10:00;7
256;28;16.09.2018-00:00:00;7
256;0;17.09.2018-08:08:00;7
256;2;18.09.2018-08:58:00;7
256;1;18.09.2018-17:30:00;7
256;3;08.11.2018-16:43:00;7
257;0;17.05.2018-15:29:00;10
257;1;15.06.2018-13:18:00;10
258;0;22.05.2018-10:35:00;7
258;14;31.05.2018-09:12:00;7
258;1;07.06.2018-18:06:00;7
258;2;29.06.2018-08:29:00;7
258;3;26.07.2018-18:08:00;7
259;0;14.02.2018-14:49:00;11
259;17;02.03.2018-08:55:00;11
259;2;21.03.2018-14:28:00;11
259;1;22.03.2018-11:04:00;11
259;9;24.03.2018-09:31:00;11
259;3;24.05.2018-13:34:00;11
260;0;05.03.2018-12:36:00;7
260;2;26.03.2018-11:08:00;7
260;3;09.05.2018-14:12:00;7
261;28;04.11.2018-00:00:00;7
261;0;05.11.2018-08:44:00;7
261;1;08.11.2018-09:22:00;7
261;2;04.12.2018-14:34:00;7
261;3;10.01.2019-15:41:00;7
262;28;06.11.2018-00:00:00;7
262;0;06.11.2018-08:56:00;7
262;2;04.12.2018-18:02:00;7
263;0;14.02.2018-11:12:00;7
263;1;23.02.2018-07:58:00;7
263;2;07.03.2018-17:50:00;7
263;3;29.03.2018-15:07:00;7
264;0;27.08.2018-11:36:00;10
264;1;11.09.2018-14:33:00;10
264;2;20.09.2018-11:23:00;10
264;3;10.01.2019-15:42:00;10
265;0;09.01.2018-14:00:00;10
265;1;17.01.2018-15:36:00;10
265;2;22.01.2018-10:09:00;10
265;3;08.03.2018-13:21:00;10
266;0;18.06.2018-12:45:00;10
266;1;03.07.2018-14:37:00;10
266;2;07.07.2018-08:08:00;10
266;3;26.10.2018-11:01:00;10
267;0;02.10.2018-08:29:00;9
267;2;08.10.2018-13:34:00;9
267;3;26.10.2018-11:02:00;9
268;0;24.07.2018-19:57:00;10
268;2;13.08.2018-17:56:00;10
268;9;21.08.2018-16:47:00;10
268;3;28.09.2018-10:29:00;10
269;0;30.08.2018-08:49:00;7
269;1;04.09.2018-07:23:00;7
269;7;22.10.2018-13:49:00;7
269;3;22.10.2018-13:49:00;7
269;2;22.10.2018-14:11:00;7
269;3;26.10.2018-11:01:00;7
270;0;30.07.2018-11:37:00;11
270;2;13.08.2018-12:23:00;11
270;1;14.08.2018-17:17:00;11
270;3;26.10.2018-11:02:00;11
271;0;07.06.2018-13:22:00;10
271;1;15.06.2018-16:39:00;10
271;2;23.06.2018-10:12:00;10
271;3;09.08.2018-14:28:00;10
272;0;18.05.2018-16:47:00;10
272;1;18.06.2018-15:24:00;10
272;2;17.07.2018-16:36:00;10
272;14;03.09.2018-15:57:00;10
272;9;03.09.2018-17:39:00;10
272;3;06.09.2018-14:07:00;10
273;21;18.05.2018-11:50:00;10
273;1;23.05.2018-12:24:00;10
273;2;24.05.2018-13:06:00;10
273;3;30.08.2018-15:38:00;10
274;0;06.06.2018-12:17:00;11
274;1;02.07.2018-09:31:00;11
274;2;11.07.2018-17:25:00;11
274;3;30.08.2018-15:36:00;11
275;0;20.04.2018-08:38:00;7
275;2;23.04.2018-11:06:00;7
275;1;23.04.2018-17:51:00;7
275;3;09.05.2018-14:09:00;7
276;0;24.07.2018-07:49:00;0
276;2;30.07.2018-10:39:00;0
276;3;16.08.2018-15:02:00;0
277;1;28.08.2018-15:11:00;10
277;2;05.09.2018-10:13:00;10
277;3;29.11.2018-16:14:00;10
278;0;11.04.2018-14:01:00;10
278;1;26.04.2018-13:53:00;10
278;2;04.05.2018-13:38:00;10
278;3;24.05.2018-13:32:00;10
279;0;05.07.2018-14:15:00;13
279;1;13.07.2018-07:11:00;13
280;28;11.10.2018-00:00:00;11
280;0;12.10.2018-09:47:00;11
280;1;01.11.2018-07:35:00;11
281;0;24.05.2018-20:04:00;9
281;17;02.08.2018-17:31:00;9
281;2;17.08.2018-16:38:00;9
281;3;26.10.2018-11:02:00;9
282;0;08.08.2018-09:23:00;10
282;21;08.08.2018-13:10:00;10
282;1;31.08.2018-17:41:00;10
282;2;14.09.2018-11:07:00;10
282;3;08.11.2018-16:44:00;10
283;2;25.05.2018-15:56:00;10
283;1;28.05.2018-11:53:00;10
283;9;28.05.2018-16:33:00;10
283;8;30.05.2018-16:34:00;10
283;1;06.06.2018-16:23:00;10
283;2;12.06.2018-15:18:00;10
283;3;28.06.2018-14:04:00;10
283;9;17.07.2018-16:15:00;10
283;3;26.07.2018-18:07:00;10
284;0;06.12.2018-11:06:00;10
284;21;07.12.2018-09:43:00;10
284;1;03.01.2019-13:53:00;10
284;2;07.01.2019-10:53:00;10
284;9;07.01.2019-17:05:00;10
285;28;20.11.2018-00:00:00;7
285;0;20.11.2018-08:47:00;7
285;2;11.12.2018-11:34:00;7
286;0;23.01.2018-12:54:00;10
286;2;30.01.2018-15:00:00;10
286;1;07.02.2018-17:13:00;10
286;3;26.04.2018-11:14:00;10
287;0;19.02.2018-14:47:00;10
287;1;07.03.2018-15:39:00;10
287;2;10.03.2018-07:02:00;10
287;3;05.07.2018-14:10:00;10
288;0;05.07.2018-11:06:00;10
288;1;18.07.2018-16:23:00;10
288;2;23.07.2018-17:59:00;10
288;9;26.07.2018-09:01:00;10
288;3;30.08.2018-15:38:00;10
289;0;10.10.2018-11:31:00;10
289;1;30.10.2018-11:38:00;10
290;0;15.06.2018-10:57:00;10
290;1;05.07.2018-15:38:00;10
290;2;11.07.2018-12:17:00;10
290;9;13.07.2018-11:56:00;10
290;3;06.09.2018-14:08:00;10
291;1;03.05.2018-10:22:00;10
291;2;30.05.2018-12:59:00;10
291;3;30.08.2018-15:36:00;10
292;0;08.05.2018-10:07:00;10
292;21;08.05.2018-10:33:00;10
292;1;10.05.2018-14:04:00;10
292;2;14.05.2018-14:19:00;10
292;3;09.08.2018-14:29:00;10
293;28;04.09.2018-00:00:00;7
293;0;04.09.2018-09:08:00;7
293;1;10.09.2018-07:35:00;7
293;2;10.10.2018-14:16:00;7
293;3;01.11.2018-16:26:00;7
294;28;05.12.2018-00:00:00;13
294;33;05.12.2018-14:09:00;13
294;0;05.12.2018-14:10:00;13
294;1;18.12.2018-11:15:00;13
294;2;10.01.2019-10:45:00;13
295;1;23.01.2018-17:18:00;10
295;2;01.02.2018-14:26:00;10
295;3;22.02.2018-16:17:00;10
296;0;19.02.2018-13:18:00;5
297;0;28.06.2018-12:53:00;0
297;1;28.06.2018-12:54:00;0
298;0;20.08.2018-11:30:00;11
298;1;27.08.2018-15:15:00;11
298;2;29.08.2018-15:36:00;11
298;9;17.09.2018-18:00:00;11
298;3;08.11.2018-16:44:00;11
299;0;13.04.2018-10:20:00;10
299;1;26.04.2018-17:06:00;10
299;2;01.05.2018-16:04:00;10
299;3;26.07.2018-18:06:00;10
300;0;27.11.2018-12:04:00;10
300;1;12.12.2018-12:51:00;10
301;0;25.06.2018-22:15:00;10
301;2;30.08.2018-10:29:00;10
301;3;28.09.2018-10:28:00;10
302;0;27.07.2018-09:01:00;9
302;1;30.07.2018-17:27:00;9
302;2;20.08.2018-17:31:00;9
302;3;06.09.2018-14:07:00;9
303;0;19.04.2018-09:04:00;7
303;1;26.04.2018-09:58:00;7
303;2;09.05.2018-16:06:00;7
303;9;16.05.2018-17:19:00;7
303;3;14.06.2018-15:00:00;7
304;0;15.06.2018-09:18:00;10
304;1;19.06.2018-14:32:00;10
304;2;27.07.2018-17:11:00;10
304;3;30.08.2018-15:38:00;10
305;0;04.09.2018-12:08:00;10
305;1;18.09.2018-10:16:00;10
305;2;20.09.2018-12:06:00;10
305;3;07.12.2018-09:04:00;10
306;0;06.06.2018-11:39:00;11
306;1;03.07.2018-11:34:00;11
306;2;23.07.2018-09:05:00;11
306;3;09.08.2018-14:28:00;11
307;0;09.04.2018-14:23:00;10
307;1;03.05.2018-11:30:00;10
307;2;08.05.2018-16:00:00;10
307;3;26.07.2018-18:08:00;10
308;0;06.04.2018-07:31:00;0
308;2;30.04.2018-10:12:00;0
308;1;30.04.2018-17:38:00;0
308;3;17.05.2018-14:51:00;0
309;0;04.04.2018-11:00:00;10
309;2;27.04.2018-11:58:00;10
309;1;03.05.2018-11:40:00;10
309;3;07.06.2018-13:11:00;10
310;28;12.09.2018-00:00:00;10
310;0;12.09.2018-16:54:00;10
310;1;08.11.2018-10:15:00;10
310;17;08.11.2018-10:15:00;10
310;2;11.12.2018-12:54:00;10
310;3;10.01.2019-15:41:00;10
311;0;11.07.2018-11:40:00;10
311;1;17.07.2018-12:36:00;10
311;2;04.09.2018-10:03:00;10
311;3;28.09.2018-10:27:00;10
312;28;19.09.2018-00:00:00;10
312;0;19.09.2018-10:08:00;10
312;21;19.09.2018-17:36:00;10
312;1;21.09.2018-13:21:00;10
312;8;24.09.2018-13:32:00;10
312;2;02.10.2018-10:52:00;10
312;9;29.11.2018-11:25:00;10
312;3;29.11.2018-16:15:00;10
313;0;07.02.2018-15:24:00;0
313;1;07.02.2018-15:25:00;0
314;0;01.03.2018-15:07:00;10
314;1;27.03.2018-16:21:00;10
314;2;28.03.2018-10:51:00;10
314;3;28.06.2018-14:04:00;10
315;0;07.02.2018-10:56:00;7
315;1;27.02.2018-13:18:00;7
315;1;27.02.2018-13:23:00;7
315;1;27.02.2018-13:27:00;7
315;1;27.02.2018-13:31:00;7
315;1;27.02.2018-14:34:00;7
315;1;27.02.2018-14:37:00;7
315;2;06.03.2018-16:42:00;7
315;3;12.04.2018-14:07:00;7
316;28;20.09.2018-00:00:00;7
316;0;20.09.2018-08:11:00;7
316;1;21.09.2018-17:34:00;7
316;2;16.10.2018-12:30:00;7
316;3;08.11.2018-16:43:00;7
317;0;06.08.2018-11:18:00;10
317;1;23.08.2018-11:21:00;10
317;2;31.08.2018-14:40:00;10
317;3;29.11.2018-16:14:00;10
318;0;25.01.2018-09:26:00;7
318;1;30.01.2018-09:27:00;7
318;2;30.01.2018-16:04:00;7
318;9;01.02.2018-19:36:00;7
318;3;15.02.2018-14:51:00;7
319;0;12.04.2018-15:15:00;7
319;1;11.09.2018-07:59:00;7
319;2;29.11.2018-13:58:00;7
319;9;28.12.2018-18:06:00;7
319;3;03.01.2019-16:12:00;7
320;0;30.01.2018-07:30:00;4
320;1;31.01.2018-17:40:00;4
320;3;05.04.2018-15:50:00;4
321;0;10.07.2018-08:58:00;7
321;1;13.07.2018-09:27:00;7
321;2;31.07.2018-11:51:00;7
321;9;20.08.2018-17:01:00;7
321;3;30.08.2018-15:38:00;7
322;0;08.10.2018-13:09:00;10
322;2;24.10.2018-16:45:00;10
323;28;14.11.2018-00:00:00;7
323;0;14.11.2018-07:56:00;7
323;1;16.11.2018-10:12:00;7
323;2;31.12.2018-10:45:00;7
323;3;10.01.2019-15:45:00;7
324;28;03.09.2018-00:00:00;10
324;0;03.09.2018-10:35:00;10
324;1;21.09.2018-09:33:00;10
324;2;09.10.2018-12:21:00;10
324;3;26.10.2018-11:01:00;10
325;0;13.06.2018-13:49:00;10
325;1;26.06.2018-09:14:00;10
325;2;17.07.2018-12:16:00;10
325;3;09.08.2018-14:29:00;10
326;21;09.05.2018-10:01:00;10
326;17;09.05.2018-10:29:00;10
326;17;10.05.2018-14:53:00;10
326;1;11.05.2018-10:04:00;10
326;2;26.07.2018-11:24:00;10
326;3;06.09.2018-14:07:00;10
327;0;15.06.2018-08:02:00;9
327;1;22.06.2018-17:35:00;9
327;2;24.07.2018-05:43:00;9
327;3;09.08.2018-14:29:00;9
328;0;21.02.2018-15:59:00;9
328;1;27.02.2018-11:13:00;9
329;0;15.03.2018-09:58:00;0
329;14;20.03.2018-08:40:00;0
329;1;28.03.2018-07:27:00;0
329;2;28.03.2018-10:48:00;0
329;3;05.07.2018-14:10:00;0
330;28;27.11.2018-00:00:00;7
330;0;27.11.2018-14:41:00;7
330;1;04.12.2018-07:27:00;7
331;0;01.02.2018-16:10:00;10
331;21;01.02.2018-16:33:00;10
331;1;06.02.2018-11:52:00;10
331;2;08.02.2018-10:21:00;10
331;9;12.02.2018-16:42:00;10
331;3;29.03.2018-15:08:00;10
332;0;15.03.2018-09:34:00;7
332;1;21.03.2018-09:29:00;7
332;2;10.05.2018-08:49:00;7
332;3;24.05.2018-13:33:00;7
333;28;17.09.2018-00:00:00;10
333;0;17.09.2018-09:42:00;10
333;21;17.09.2018-10:03:00;10
333;1;19.09.2018-17:17:00;10
333;2;24.09.2018-11:57:00;10
333;3;07.12.2018-09:06:00;10
334;28;14.10.2018-00:00:00;7
334;0;15.10.2018-09:04:00;7
334;1;16.10.2018-17:30:00;7
334;2;14.11.2018-17:15:00;7
334;3;07.12.2018-09:03:00;7
335;0;07.05.2018-11:44:00;7
335;1;16.05.2018-09:17:00;7
335;2;13.07.2018-17:06:00;7
335;9;01.10.2018-12:13:00;7
335;3;04.10.2018-16:49:00;7
336;0;30.01.2018-09:15:00;7
336;1;09.02.2018-17:55:00;7
336;2;20.02.2018-10:34:00;7
336;3;05.04.2018-15:48:00;7
337;6;19.12.2018-05:32:00;5
338;0;02.03.2018-07:43:00;9
338;1;02.03.2018-07:44:00;9
339;0;09.04.2018-07:48:00;7
339;1;11.04.2018-17:30:00;7
339;2;12.04.2018-15:36:00;7
339;3;24.05.2018-13:32:00;7
340;0;13.06.2018-15:13:00;10
340;2;29.06.2018-15:34:00;10
340;3;30.08.2018-15:40:00;10
341;28;08.11.2018-00:00:00;9
341;0;08.11.2018-08:31:00;9
342;0;25.10.2018-09:21:00;16
342;17;19.11.2018-16:43:00;16
342;15;26.11.2018-09:13:00;16
343;2;29.01.2018-13:41:00;10
343;1;29.01.2018-14:20:00;10
343;9;29.01.2018-17:11:00;10
343;3;29.03.2018-15:08:00;10
344;0;16.03.2018-12:19:00;9
344;15;19.03.2018-15:48:00;9
345;28;10.10.2018-00:00:00;10
345;0;10.10.2018-10:36:00;10
345;1;19.10.2018-09:38:00;10
346;0;03.09.2018-11:44:00;10
346;17;13.09.2018-13:44:00;10
346;1;17.09.2018-17:16:00;10
346;2;20.09.2018-08:58:00;10
346;3;10.01.2019-15:42:00;10
347;28;16.09.2018-00:00:00;7
347;0;17.09.2018-08:08:00;7
347;1;21.09.2018-07:48:00;7
347;2;12.10.2018-12:01:00;7
347;3;08.11.2018-16:44:00;7
348;0;23.07.2018-10:10:00;16
348;21;23.07.2018-14:10:00;16
348;17;14.08.2018-13:16:00;16
348;2;19.09.2018-12:15:00;16
348;9;01.10.2018-14:02:00;16
348;3;26.10.2018-11:02:00;16
349;0;06.03.2018-09:01:00;7
349;1;09.03.2018-07:00:00;7
349;2;05.04.2018-15:07:00;7
349;3;26.04.2018-11:11:00;7
350;0;16.04.2018-14:00:00;16
350;2;02.05.2018-11:50:00;16
350;1;04.05.2018-10:44:00;16
350;1;04.05.2018-10:46:00;16
350;9;04.05.2018-17:24:00;16
350;3;28.06.2018-14:05:00;16
351;28;10.07.2018-00:00:00;10
351;0;10.07.2018-08:06:00;10
351;1;30.07.2018-09:34:00;10
351;2;31.07.2018-17:35:00;10
351;3;23.08.2018-13:40:00;10
352;0;06.03.2018-07:46:00;11
352;1;23.03.2018-08:58:00;11
352;2;26.03.2018-13:16:00;11
352;3;24.05.2018-13:36:00;11
353;0;15.01.2018-13:26:00;10
353;1;30.01.2018-14:53:00;10
353;2;13.02.2018-11:40:00;10
353;3;29.03.2018-15:06:00;10
354;0;26.03.2018-08:35:00;7
354;1;28.03.2018-17:50:00;7
354;2;06.04.2018-17:25:00;7
354;3;09.05.2018-14:11:00;7
355;28;24.10.2018-00:00:00;0
355;0;24.10.2018-07:56:00;0
355;1;01.11.2018-17:29:00;0
355;2;02.11.2018-05:59:00;0
355;3;22.11.2018-14:54:00;0
356;28;06.12.2018-00:00:00;7
356;0;06.12.2018-08:22:00;7
356;1;11.12.2018-09:07:00;7
356;2;02.01.2019-12:13:00;7
356;9;07.01.2019-09:52:00;7
357;28;22.11.2018-00:00:00;10
357;0;22.11.2018-15:18:00;10
357;1;09.01.2019-08:04:00;10
358;0;05.01.2018-13:16:00;10
358;1;24.01.2018-13:06:00;10
358;2;19.02.2018-06:36:00;10
358;3;29.03.2018-15:09:00;10
359;21;02.02.2018-10:00:00;10
359;1;07.02.2018-07:53:00;10
359;2;07.02.2018-14:10:00;10
359;3;26.04.2018-11:14:00;10
360;0;12.12.2018-16:26:00;7
360;25;17.12.2018-09:49:00;7
360;24;17.12.2018-09:56:00;7
361;0;07.06.2018-17:42:00;10
361;2;11.10.2018-12:17:00;10
361;3;11.10.2018-13:47:00;10
362;0;01.02.2018-17:16:00;10
362;1;15.02.2018-15:48:00;10
